Confirmed,Recovered,Deaths,Last_Update
28763.0,7758.0,1224.0,2020-04-13 23:15:25
30452.0,8210.0,1360.0,2020-04-14 23:40:54
32199.0,8966.0,1514.0,2020-04-15 23:04:09
33965.0,9698.0,1650.0,2020-04-16 23:38:03
36091.0,10545.0,1797.0,2020-04-17 23:38:31
37617.0,10964.0,1936.0,2020-04-18 22:40:03
39317.0,11847.0,2106.0,2020-04-19 23:48:49
41029.0,12543.0,2250.0,2020-04-20 23:44:34
42619.0,13188.0,2411.0,2020-04-21 23:38:53
44452.0,14454.0,2575.0,2020-04-22 23:38:42
46261.0,14761.0,2757.0,2020-04-24 03:31:19
47051.0,15149.0,2915.0,2020-04-25 06:30:55
48618.0,16013.0,3090.0,2020-04-26 02:30:54
49821.0,16883.0,3225.0,2020-04-27 02:30:55
52363.0,18268.0,3428.0,2020-04-28 02:30:53
53886.0,19231.0,3635.0,2020-04-29 02:32:29
55575.0,20327.0,3843.0,2020-04-30 02:32:27
57214.0,21424.0,4055.0,2020-05-01 02:32:28
59025.0,22764.0,4236.0,2020-05-02 02:32:27
60381.0,23814.0,4412.0,2020-05-03 02:32:28
61640.0,24921.0,4558.0,2020-05-04 02:32:28
63016.0,26030.0,4764.0,2020-05-05 02:32:34
64411.0,27006.0,4936.0,2020-05-06 02:32:31
65927.0,28184.0,5108.0,2020-05-07 02:32:28
67198.0,29260.0,5256.0,2020-05-08 02:32:32
68398.0,30239.0,5414.0,2020-05-09 02:32:35
69544.0,31262.0,5576.0,2020-05-10 02:32:30
70582.0,32109.0,5704.0,2020-05-11 02:32:30
71606.0,33007.0,5836.0,2020-05-12 03:32:27
72723.0,34055.0,5979.0,2020-05-13 03:32:26
73950.0,35177.0,6091.0,2020-05-14 03:32:28
75060.0,36104.0,6213.0,2020-05-15 02:33:02
76331.0,36908.0,6337.0,2020-05-16 02:32:19
77486.0,37832.0,6452.0,2020-05-17 02:32:32
78694.0,38563.0,6542.0,2020-05-18 02:32:21
79780.0,39251.0,6637.0,2020-05-19 02:32:18
80782.0,40069.0,6714.0,2020-05-20 02:32:19
82038.0,40793.0,6832.0,2020-05-21 02:32:48
83153.0,41731.0,6933.0,2020-05-22 02:36:51
84243.0,42608.0,7036.0,2020-05-23 02:32:42
85150.0,43318.0,7129.0,2020-05-24 02:32:43
86103.0,43998.0,7218.0,2020-05-25 02:32:44
87067.0,44651.0,7312.0,2020-05-26 02:32:35
87834.0,45352.0,7400.0,2020-05-27 02:32:31
88719.0,46248.0,7497.0,2020-05-28 02:32:31
89506.0,46961.0,7614.0,2020-05-29 02:32:50
90575.0,47905.0,7714.0,2020-05-30 02:32:48
91337.0,48517.0,7772.0,2020-05-31 02:32:45
92067.0,49213.0,7828.0,2020-06-01 02:32:46
92863.0,50091.0,7875.0,2020-06-02 02:33:08
93490.0,50725.0,7925.0,2020-06-03 02:33:13
94172.0,51506.0,7982.0,2020-06-04 02:33:14
94754.0,52184.0,8047.0,2020-06-05 02:33:06
95281.0,53074.0,8092.0,2020-06-06 02:33:00
95805.0,54087.0,8152.0,2020-06-07 03:53:30
96217.0,54675.0,8193.0,2020-06-08 03:33:22
96668.0,55343.0,8239.0,2020-06-09 03:33:03
97102.0,56117.0,8275.0,2020-06-10 04:07:00
97592.0,57215.0,8305.0,2020-06-11 03:33:41
